Gewinde,Nenndurchmesser D,Steigung P,Gewindetyp,Reihe,Flankendurchmesser d2 = D2,Kerndurchmesser d3,Spannungsquerschnitt As,Montagezugspannung Schaftschrauben µ1 = 0.08 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ1 = 0.08 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ1 = 0.08 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ1 = 0.08 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 8.8 (660 N/mm²),"Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 8.8 (660 N/mm²)",Montagezugspannung Dehnschrauben µ1 = 0.08 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ1 = 0.08 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ1 = 0.08 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ1 = 0.08 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 8.8 (660) N/mm²,"Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 8.8 (660) N/mm²"
M7.0x0.75,7.0,0.75,Feingewinde,Reihe 3,6.513,6.08,31.138,799.4,935.4,544.3,,783.2,916.5,533.2,,765.5,895.8,521.2,,746.7,873.8,508.4,,727.2,850.9,495.1,,24891.7,29126.5,16948.4,,24387.3,28538.0,16602.800000000003,,23836.1,27893.4,16229.100000000002,,23250.7,27208.4,15830.6,,22643.6,26495.3,15416.4,,785.8368136252133,919.5962712635475,535.0378305533367,,765.6222684059052,895.940952389889,521.2747359359355,,743.9436992717281,870.5724140413838,506.5148590786233,,721.322085802781,844.1003131734672,491.1129094827445,,698.2108625524352,817.0552646890199,475.3776085463388,,18480.530287427064,21626.152464010393,12582.488706333319,,18005.144674670373,21069.85015121001,12258.821906158553,,17495.3296004388,20473.258043066675,11911.713770511522,,16963.336945456453,19850.713446810743,11549.506005417159,,16419.830133543204,19214.694837125026,11179.458814327289,
M7.5x1.0,7.5,1.0,Feingewinde,Reihe 3,6.85,6.273,33.814,791.8,926.6,539.1,,774.7,906.5,527.4000000000001,,756.2,884.9,514.9000000000001,,736.8,862.3,501.7,,716.9,838.9,488.1,,26773.9,31332.1,18229.1,,26195.7,30652.4,17833.5,,25570.1,29922.0,17410.800000000003,,24914.2,29157.8,16964.5,,24241.3,28366.6,16504.6,,775.109578523317,907.0431238038817,527.7341811222584,,753.6125142788263,881.8869847943713,513.0978820621797,,730.9052570813458,855.3146625420004,497.63762184261844,,707.5004041453333,827.9260048509219,481.7024028223546,,683.831612552489,800.2284827741893,465.5874808868011,,19403.879953245654,22706.668030393852,13211.152308592784,,18865.72836087082,22076.916166976494,12844.751224422687,,18297.28113103939,21411.71196185461,12457.723323260863,,17711.370481400718,20726.07183993701,12058.80543414517,,17118.852464037416,20032.699691958678,11655.388911685051,
M7.5x0.75,7.5,0.75,Feingewinde,Reihe 3,7.013,6.58,36.279,801.3,937.7,545.6,,785.3,919.0,534.7,,767.9,898.6,522.8,,749.3,876.8,510.1,,729.9,854.1,496.9,,29070.4,34018.8,19793.800000000003,,28489.9,33340.4,19398.4,,27858.6,32600.3,18966.7,,27183.9,31809.4,18505.9,,26480.0,30985.9,18027.0,,788.5326101654322,922.7509267893355,536.8732664956134,,768.6743231986443,899.5125058707539,523.3527306884387,,747.2869489422849,874.4847274856526,508.7911141734706,,724.89224676546,848.278161108517,493.54365737222804,,701.9477585319198,821.4282280692679,477.9218781493922,,21719.326099781996,25416.232669957655,14787.626280702634,,21172.34984939683,24776.154079081392,14415.216918738266,,20583.256449956447,24086.78946271499,14014.132051034177,,19966.417230860723,23364.956333985952,13594.156412500917,,19334.434715854375,22625.40232706363,13163.87044483702,
M7.5x0.5,7.5,0.5,Feingewinde,Reihe 3,7.175,6.887,38.826,809.5,947.3,551.2,,794.8,930.1,541.1,,778.3,910.8,529.9000000000001,,760.6,890.0,517.8,,741.8,868.1,505.1,,31429.6,36779.9,21400.9,,30858.9,36112.1,21008.7,,30218.3,35362.7,20573.9,,29531.1,34555.1,20104.1,,28801.1,33704.9,19611.0,,799.9165184877356,936.0725216345842,544.6240125873944,,781.7416566416736,914.8040662828095,532.2496385645437,,761.7586644309923,891.419713695842,518.6441970593991,,740.4852098636135,866.5252455850796,504.1601428858645,,718.3910484501649,840.6703758459377,489.117309583091,,24136.80219821471,28245.194061740614,16433.56745410363,,23588.39116378874,27603.43646826342,16060.181217898717,,22985.421329849658,26897.83347110066,15649.648565004023,,22343.512889283553,26146.66401937437,15212.60452036327,,21676.840316025507,25366.515263434103,14758.699789634387,
M7.5x0.2,7.5,0.2,Feingewinde,Reihe 3,7.37,7.255,41.997,817.9,957.1,556.9000000000001,,804.6,941.6,547.8,,789.5,923.8,537.5,,772.7,904.3,526.1,,754.8,883.3,513.9000000000001,,34349.3,40195.3,23388.1,,33790.8,39544.4,23006.0,,33156.6,38796.8,22573.4,,32451.1,37977.9,22094.6,,31699.3,37096.0,21582.300000000003,,811.2007796964884,949.2775081554652,552.306913835907,,795.0444050815478,930.3711123294707,541.3068289916921,,776.7988572272426,909.0199393084754,528.8843283249312,,756.9629803109158,885.807742917029,515.3790504244532,,736.0077538980227,861.2856694551328,501.11166222844093,,27163.022489898038,31786.51567966792,18493.972759079516,,26622.026995311546,31153.43584557734,18125.63540106318,,26011.07562653644,30438.492754457537,17709.668511684387,,25346.872158947775,29661.233377492077,17257.444874177207,,24645.18732261504,28840.112824336746,16779.702006886833,
M7.5x0.25,7.5,0.25,Feingewinde,Reihe 3,7.338,7.193,41.459,816.6,955.6,556.0,,803.1,939.8,546.8,,787.7,921.8,536.3,,770.8,902.0,524.8,,752.8,880.9,512.5,,33855.4,39618.2,23051.2,,33295.7,38963.2,22669.800000000003,,32657.3,38216.9,22234.5,,31956.6,37396.0,21757.7,,31210.3,36521.2,21247.7,,809.4733978711214,947.2561038917379,551.1308240824657,,792.978012717974,927.9529936061398,539.8999235526632,,774.4360332170546,906.2549324880426,527.2755970839521,,754.3505764051139,882.7506745166227,513.600392446035,,733.1935307864491,857.9924296437171,499.1955954290717,,26643.888143635697,31179.018040424755,18140.51958715622,,26100.941089337786,30543.654466246342,17770.853507634234,,25490.63020193449,29829.460874604192,17355.322690678804,,24829.515622976607,29055.816154547094,16905.202126281947,,24133.129604120368,28240.89634524724,16431.066964507485,
M7.5x0.35,7.5,0.35,Feingewinde,Reihe 3,7.273,7.071,40.399,813.9,952.5,554.2,,799.9,936.1,544.6,,784.1,917.5,533.8,,766.8,897.4,522.1,,748.5,875.9,509.6,,32880.7,38480.0,22389.1,,32315.2,37817.5,22001.300000000003,,31676.9,37066.1,21565.0,,30978.0,36254.1,21092.300000000003,,30238.7,35385.5,20587.300000000003,,805.8544593743102,943.0211758635544,548.6668659569772,,788.6895969214207,922.9346346952796,536.9801510954354,,769.5686967044892,900.5591131648277,523.9616658413544,,749.0018066167788,876.4914758281454,509.9586768454664,,727.461083728248,851.2842469160348,495.29265275114756,,25632.631157212876,29995.632205249105,17452.004192144937,,25086.650945772682,29356.719191861648,17080.27298435587,,24478.45305476018,28644.99825557042,16666.18080324097,,23824.26109548438,27879.45447343917,16220.773511819152,,23139.09344735826,27077.66254478094,15754.276389690729,
M8.0,8.0,1.25,Regelgewinde,Reihe 1,7.188,6.466,36.606,784.5,918.0,534.1,,766.5,897.0,521.9000000000001,,747.5,874.7,508.9,,727.6,851.5,495.4,,707.3,827.7,481.5,,28717.4,33604.3,19551.300000000003,,28058.5,32835.6,19104.7,,27363.0,32019.3,18628.800000000003,,26634.5,31170.0,18134.6,,25891.4,30298.8,17625.800000000003,,764.5494637978159,894.685542742125,520.5443157772363,,741.9690376887881,868.2616398485819,505.1704086391749,,718.4189599268385,840.7030382122579,489.13631314167725,,694.3971003354183,812.5923514563406,472.78100448368906,,670.3137435888397,784.4096999443868,456.3838254221887,,20335.36110811995,23796.69916907654,13845.352243826348,,19734.77064191078,23093.880538406236,13436.43958598181,,19108.389540242526,22360.88137687955,13009.967346548101,,18469.460062935002,21613.19794598777,12574.951532211067,,17828.894894391684,20863.600408330694,12138.82205575604,
M8.0x0.2,8.0,0.2,Feingewinde,Reihe 1,7.87,7.755,47.937,818.2,957.5,557.1,,805.0,942.0,548.1,,789.9,924.3,537.8,,773.2,904.8,526.4000000000001,,755.4,883.9,514.3,,39222.1,45899.7,26705.7,,38589.3,45156.7,26274.300000000003,,37865.4,44308.2,25780.5,,37064.9,43373.4,25234.0,,36211.6,42371.5,24654.0,,811.6201411597053,949.7682502932721,552.5924365342674,,795.5471569205936,930.9594389496307,541.6491281161487,,777.3745420433517,909.693613029454,529.2762839444097,,757.6000816243812,886.5532870072547,515.8128215314937,,736.694522364818,862.0893346822338,501.5792492696633,,31052.124624279408,36337.592645433346,21141.872084615767,,30437.1813960793,35617.97822945449,20723.1873335008,,29741.90749478006,34804.35983431709,20249.809358148126,,28985.347894829316,33919.024132247076,19734.704949671028,,28185.513097062172,32983.047241242966,19190.13657672318,
M8.0x0.25,8.0,0.25,Feingewinde,Reihe 1,7.838,7.693,47.362,817.0,956.1,556.3,,803.6,940.4,547.1,,788.2,922.4,536.7,,771.4,902.7,525.2,,753.4,881.6,513.0,,38694.8,45282.8,26347.5,,38060.1,44539.2,25911.800000000003,,37330.7,43686.7,25419.2,,36535.0,42753.7,24874.5,,35682.5,41754.3,24296.7,,810.0172214576141,947.8924931950804,551.501086949865,,793.6267333680385,928.7121347923854,540.3416056973879,,775.1761071324487,907.1209764315889,527.7794771965608,,755.1672201913193,883.70632150048,514.1564052366429,,734.071763833242,859.0201491665598,499.79354133327115,,30497.245616650132,35688.266147143775,20764.082121974563,,29880.141772678682,34966.12335100697,20343.926313313146,,29185.473480225304,34153.21364707217,19870.960667387444,,28432.136485165705,33271.6490783854,19358.050372878773,,27637.890021133862,32342.211726858775,18817.286822899652,
M8.0x0.35,8.0,0.35,Feingewinde,Reihe 1,7.773,7.571,46.228,814.5,953.2,554.6,,800.6,936.9,545.1,,784.9,918.5,534.4000000000001,,767.7,898.4,522.7,,749.4,877.0,510.30000000000007,,37652.7,44064.5,25638.0,,37010.1,43311.0,25198.9,,36284.4,42460.4,24704.2,,35489.2,41531.2,24163.4,,34643.3,40542.0,23590.1,,806.6698495828015,943.9753558947676,549.2220252478648,,789.6522952065634,924.0611965183189,537.6356052470219,,770.6583711185147,901.8342640748575,524.7035718253717,,750.1967026891239,877.8897584659959,510.77222310748857,,728.7394908661136,852.7802552688563,496.16305761097095,,29415.566555895697,34422.47150158007,20027.619782737496,,28795.014041590497,33696.293027393134,19605.11594321055,,28102.392347029097,32885.7782784383,19133.54372563683,,27356.24871733883,32012.631477736923,18625.531041592392,,26573.802165245495,31097.00253379792,18092.8014742097,
M8.0x0.5,8.0,0.5,Feingewinde,Reihe 1,7.675,7.387,44.545,810.5,948.4,551.8,,795.9,931.4,541.9000000000001,,779.6,912.3,530.8,,761.9,891.6,518.7,,743.2,869.7,506.0,,36103.7,42246.5,24579.9,,35453.4,41489.2,24138.9,,34727.3,40638.4,23644.5,,33938.8,39716.3,23105.5,,33105.8,38740.8,22539.800000000003,,801.206169649444,937.5816878876471,545.5020729528129,,783.2421505182389,916.5599633724071,533.2712514166733,,763.4379904896891,893.3848824879341,519.7875679929798,,742.310059184373,868.6607075561813,505.4025934872327,,720.328898145892,842.9380722983842,490.43669660996903,,27813.483352560055,32547.693284910703,18936.839729402593,,27189.871146391633,31817.934320245524,18512.25269541558,,26502.37934199563,31013.422634250208,18044.1731690183,,25768.933460155313,30155.13490018175,17544.805760105744,,25005.868122202122,29262.18610044929,17025.27191298868,
M8.0x0.75,8.0,0.75,Feingewinde,Reihe 1,7.513,7.08,41.814,802.9,939.6,546.7,,787.2,921.2,536.0,,769.9,901.0,524.2,,751.5,879.4,511.6,,732.2,856.8,498.5,,33572.5,39288.4,22859.7,,32916.0,38519.1,22412.300000000003,,32192.6,37674.4,21918.9,,31423.2,36771.2,21392.0,,30616.2,35826.2,20844.300000000003,,790.8142465547606,925.4209268194008,538.4267210585605,,771.2692120850196,902.5490779718315,525.1194635472474,,750.1396642440285,877.8230113493951,510.73338842146626,,727.9475505167217,851.8535165621212,495.62386418159775,,705.1535703191541,825.1797099479463,480.1045585151688,,25218.305419476914,29510.78293768575,17169.910072835344,,24595.033076016414,28781.42168470006,16745.55443473458,,23921.232125728824,27992.93121095926,16286.796340921754,,23213.546971702915,27164.78900943958,15804.968150946666,,22486.66887504237,26314.18698143256,15310.072425560762,
M8.0x1.0,8.0,1.0,Feingewinde,Reihe 1,7.35,6.773,39.164,794.3,929.5,540.8,,777.5,909.8,529.3,,759.3,888.5,516.9000000000001,,740.1,866.0,503.9,,720.2,842.8,490.4,,31108.0,36402.9,21179.9,,30450.0,35631.4,20729.5,,29737.2,34797.2,20243.9,,28985.3,33916.0,19734.7,,28205.9,33007.4,19206.0,,778.6714190696226,911.2112350814733,530.1592640474026,,757.5780839489662,886.5275450466626,515.7978443907855,,735.1912730998931,860.3302132020026,500.55576040843783,,712.0271987110448,833.2233176405844,484.78447571815815,,688.5266067241655,805.7226248899809,468.7840726632616,,22724.340379004687,26592.313209473574,15471.891321875533,,22108.763493464277,25871.957279585855,15052.775144486315,,21455.43848720866,25107.428016946305,14607.958118950575,,20779.430227388726,24316.35452141234,14147.69717609445,,20093.60121358463,23513.78865419478,13680.749762440599,
M8.5x0.75,8.5,0.75,Feingewinde,Reihe 3,8.013,7.58,47.741,804.3,941.2,547.6,,788.8,923.1,537.1,,771.7,903.1,525.4000000000001,,753.4,881.6,512.9000000000001,,734.2,859.2,499.9,,38398.1,44933.8,26143.0,,37658.1,44069.7,25641.7,,36841.7,43114.9,25083.1,,35968.1,42088.5,24486.4,,35051.4,41019.1,23865.7,,792.7689965778231,927.7084002506441,539.7576146912838,,773.5013212073837,905.161120561832,526.6391974177932,,752.6014045350125,880.7037712643763,512.4094669174553,,730.5909888308946,854.9469018233873,497.42365196997076,,707.9332268409487,828.4324994947272,481.997090615114,,28977.436915378934,33909.76660310301,19729.318750896295,,28273.1613319958,33085.61432467594,19249.811970720544,,27509.223766923704,32191.644833634116,18729.68426684167,,26704.69503875625,31250.17504535306,18181.920026387234,,25876.504391112936,30281.015776834283,17618.045542885404,
M8.5x0.5,8.5,0.5,Feingewinde,Reihe 3,8.175,7.887,50.656,811.3,949.4,552.4000000000001,,796.8,932.5,542.5,,780.6,913.5,531.5,,763.1,893.0,519.5,,744.5,871.2,506.9,,41097.2,48092.8,27982.4,,40362.7,47236.7,27480.9,,39542.1,46274.3,26923.7,,38655.6,45235.8,26315.800000000003,,37713.4,44131.5,25677.5,,802.3210582954566,938.8863448138322,546.2611460735023,,784.5430717475579,918.0823180024614,534.1569850196139,,764.8972304800948,895.0925037533024,520.7810930928305,,743.8986215117048,870.519663471144,506.48416783775644,,722.018347301368,844.9150872675582,491.5869598647611,,31750.22249677551,37154.515687716026,21617.17276376205,,31046.694872011853,36331.23868001387,21138.17523200807,,30269.250699346765,35421.46358434196,20608.851539980777,,29438.2734989158,34449.04345617807,20043.079829049057,,28572.40619145093,33435.79447935747,19453.55315162616,
M8.5x1.0,8.5,1.0,Feingewinde,Reihe 3,7.85,7.273,44.906,796.4,932.0,542.2,,779.9,912.6,531.0,,761.9,891.5,518.7,,742.8,869.3,505.80000000000007,,723.1,846.2,492.3,,35763.1,41852.4,24348.0,,35022.2,40981.2,23845.1,,34213.9,40033.7,23292.7,,33356.2,39036.8,22713.5,,32471.5,37999.5,22107.2,,781.6979983263332,914.7529767648579,532.2199137540991,,760.9647353918225,890.4906477989413,518.103649628475,,738.866451929988,864.6309543861562,503.0580098246727,,715.9217935324934,837.7808222188753,487.4361147455275,,692.5771320183837,810.4626012981087,471.54187711889955,,26305.167725145046,30782.64308261654,17909.901429885987,,25607.46610617,29966.18374126277,17434.870540371066,,24863.829747696578,29095.97098134706,16928.564934601927,,24091.71175732879,28192.428652193266,16402.867579457903,,23306.13313498334,27273.134519661362,15868.005538712063,
M8.5x0.25,8.5,0.25,Feingewinde,Reihe 3,8.338,8.193,53.657,817.4,956.5,556.5,,804.0,940.8,547.4000000000001,,788.7,923.0,537.0,,771.9,903.3,525.6,,754.0,882.3,513.3,,43859.2,51322.9,29860.1,,43140.2,50480.5,29371.800000000003,,42319.3,49525.4,28813.800000000003,,41417.8,48468.4,28202.1,,40457.4,47341.6,27542.1,,810.4919732680604,948.448053824326,551.8243222250625,,794.1939531304479,929.3759025994602,540.7277978760496,,775.823974320554,907.8791188857548,528.2205782608028,,755.8827934036934,884.5436944085775,514.643604019536,,734.8418989955534,859.9213711650092,500.31788867782353,,34610.63187355157,40501.803256283754,23564.68553092873,,33914.65363582006,39687.36063766177,23090.82800736685,,33130.196053161315,38769.378360082395,22556.7292276843,,32278.64305251354,37772.880167835,21976.948461285818,,31380.128724587496,36721.427230900255,21365.194025251058,
M8.5x0.2,8.5,0.2,Feingewinde,Reihe 3,8.37,8.255,54.269,818.5,957.8,557.3,,805.3,942.4,548.3,,790.3,924.8,538.1,,773.6,905.3,526.7,,755.8,884.5,514.6,,44419.2,51978.8,30244.1,,43702.8,51143.1,29755.7,,42888.8,50188.0,29202.1,,41982.5,49129.7,28583.5,,41016.5,48000.9,27926.800000000003,,811.9870003799798,950.1975536361466,552.8422130246671,,795.9875317851483,931.4747712379396,541.9489578111649,,777.8792872728076,910.2842723405196,529.6199402708477,,758.1591010133598,887.2074586326551,516.1934304771811,,737.2974965726481,862.7949427977798,501.9897849005264,,35201.25374851069,41192.95651421464,23966.81106281579,,34507.644917846614,40381.28660599072,23494.56675257642,,33722.61645098607,39462.636272430515,22960.07928577775,,32867.70709878971,38462.21043475391,22378.013343856823,,31963.314995006156,37403.879249475285,21762.25701787653,
M8.5x0.35,8.5,0.35,Feingewinde,Reihe 3,8.273,8.071,52.45,815.0,953.8,554.9000000000001,,801.2,937.6,545.5,,785.6,919.3,534.9000000000001,,768.5,899.3,523.2,,750.3,878.0,510.80000000000007,,42746.8,50026.8,29104.5,,42022.9,49177.1,28611.5,,41204.7,48217.3,28055.5,,40307.8,47168.3,27441.800000000003,,39353.2,46051.1,26791.5,,807.3788320328796,944.8050162086889,549.7047367032372,,790.4911472082711,925.0428318394661,538.2067385247802,,771.6094101002112,902.9471820321621,525.3510877278034,,751.2409322145186,879.1117291872026,511.4831878907361,,729.8578934309356,854.0890242276906,496.92452318702,,33458.53750155841,39153.60771458963,22780.280852124877,,32758.69597289711,38334.644223603,22303.79300282356,,31976.21904377834,37418.97973208104,21771.042753210782,,31132.130179729007,36431.21616776799,21196.34395215592,,30245.996958677886,35394.25176015497,20593.019205908346,
M9.0x0.75,9.0,0.75,Feingewinde,Reihe 3,8.513,8.08,54.06,805.6,942.7,548.5,,790.2,924.7,538.0,,773.3,904.9,526.5,,755.1,883.6,514.1,,736.0,861.2,501.1,,43550.7,50962.4,29651.9,,42718.2,49989.3,29084.300000000003,,41804.6,48918.9,28462.6,,40820.7,47767.4,27792.2,,39788.2,46556.5,27089.5,,794.4614826613247,929.6889690717629,540.909945641753,,775.4409551651681,907.430904980516,527.9597992613911,,754.7466943642996,883.2142168092868,513.8700897799487,,732.8999764126805,857.6489085680304,498.9957286213995,,710.3658770382099,831.2792178106711,483.653363089845,,32996.69695968421,38613.15601665174,22465.836227870102,,32206.709533608366,37688.70264571192,21927.97244841421,,31347.206250751264,36682.900931730204,21342.778723915755,,30439.837488959987,35621.08642325105,20724.995737164245,,29503.919430568993,34525.86316343179,20087.77493145123,
M9.0x0.5,9.0,0.5,Feingewinde,Reihe 3,8.675,8.387,57.16,812.0,950.2,552.9000000000001,,797.7,933.5,543.1,,781.6,914.6,532.1,,764.1,894.2,520.2,,745.6,872.5,507.6,,46413.9,54313.4,31603.800000000003,,45596.5,53358.9,31043.6,,44676.3,52278.5,30414.800000000003,,43676.0,51112.5,29734.6,,42618.5,49872.1,29014.4,,803.2941997306716,940.025127344403,546.9237104549254,,785.681536102587,919.414563524304,534.9321096868678,,766.1768005081709,896.5898729350937,521.6522897076909,,745.2938347449061,872.1523598078688,507.43410025185096,,723.504137069047,846.6537774212253,492.5985614087129,,35947.01371695211,42065.65434962482,24474.562530690804,,35158.85582754734,41143.341925853274,23937.944393223723,,34286.02866385927,40121.94843643107,23343.67909028717,,33351.526389357095,39028.38194499235,22707.422222541,,32376.448315215686,37887.33313482687,22043.539278444725,
M9.0x0.35,9.0,0.35,Feingewinde,Reihe 3,8.773,8.571,59.065,815.5,954.3,555.2,,801.8,938.3,545.9000000000001,,786.2,920.0,535.3,,769.2,900.1,523.7,,751.0,878.8,511.30000000000007,,48167.5,56365.7,32792.9,,47358.3,55420.7,32243.6,,46436.9,54339.8,31617.5,,45432.8,53164.4,30932.300000000003,,44357.8,51906.3,30199.9,,808.0008767297941,945.5329408540143,550.1282564968811,,791.2285359166914,925.9057335195325,538.7087904113644,,772.4466270164901,903.9269039554672,525.9211077559081,,752.1612483718166,880.1886949031896,512.1097861254922,,730.8445146799661,855.2435810084709,497.59626531401943,,37761.54217141624,44189.03871123177,25709.986159262124,,36977.69468663295,43271.77037797473,25176.302765367116,,36099.930979413824,42244.600082292774,24578.676411515793,,35151.903318535245,41135.20601105188,23933.21077006655,,34155.67576304109,39969.40780781403,23254.9281790918,
